normalized_title,representative_title,match_status,match_confidence,failure_reason,search_variants
gothic,Gothic,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Gothic&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
gothic 3,Gothic 3,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Gothic+3&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
gothicv,Gothicv,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Gothicv&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
grand ages rome,Grand Ages - Rome,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Grand+Ages+-+Rome&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
grand theft auto,Grand Theft Auto,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Grand+Theft+Auto&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
grand theft auto 4v 1,Grand Theft Auto 4 v 1,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Grand+Theft+Auto+4+v+1&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
gratisaktion,Gratisaktion,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Gratisaktion&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
gravity gems se,Gravity Gems SE,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Gravity+Gems+SE&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
grayout grenade,grayout grenade,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=grayout+grenade&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
grayout gun,grayout gun,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=grayout+gun&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
green,Green Game,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Green+Game&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
grenade name,grenade name,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=grenade+name&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
groschengrab 2,Groschengrab 2,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Groschengrab+2&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
groschengrab25,Groschengrab25,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Groschengrab25&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
ground control,Ground Control,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbgetentities&ids=Q1547686%7CQ108582266%7CQ1547680%7CQ20741784%7CQ111309439%7CQ25045341%7CQ108370954&props=labels%7Caliases%7Csitelinks&format=json: HTTP Error 429: Too Many Requests,
gsrgerman street racing,GSRGerman Street Racing,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=GSRGerman+Street+Racing&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
gt legends,GT Legends,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=GT+Legends&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
gta 4 komplettl sung,GTA 4 Komplettlösung,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=GTA+4+Komplettl%C3%B6sung&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
gta san andreas,GTA San Andreas,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=GTA+San+Andreas&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
gta san andreas v 1,GTA San Andreas v 1,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=GTA+San+Andreas+v+1&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
gta4 komplettloesung,GTA4 Komplettloesung,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=GTA4+Komplettloesung&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
gtertrennung xs,Gtertrennung XS,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Gtertrennung+XS&language=de&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
gtiracing,GTIRacing,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=GTIRacing&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
gtr fia gt racing,GTR FIA GT Racing Game,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=GTR+FIA+GT+Racing+Game&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
gtr fia gt racing 1,GTR Fia GT Racing Game 1,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=GTR+Fia+GT+Racing+Game+1&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
gtrfiagtracing,GTRFIAGTRacing Game,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=GTRFIAGTRacing+Game&language=de&type=item&limit=7&format=json: <urlopen error _ssl.c:1063: The handshake operation timed out>,
guild wars,Guild Wars,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Guild+Wars&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
guild wars factions,Guild Wars Factions,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbgetentities&ids=Q2167809%7CQ11702882&props=labels%7Caliases%7Csitelinks&format=json: HTTP Error 429: Too Many Requests,
guild wars nightfall,Guild Wars Nightfall,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Guild+Wars+Nightfall&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
guinness world records2005,Guinness World Records 2005,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Guinness+World+Records+2005&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
gunbound,Gunbound,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Gunbound&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
gunship apocalypse,Gunship Apocalypse,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Gunship+Apocalypse&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
h craft championship,H Craft Championship,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbgetentities&ids=Q5627832&props=labels%7Caliases%7Csitelinks&format=json: HTTP Error 429: Too Many Requests,
hacker,Hacker,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Hacker&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
haegemonia legions of iron,Haegemonia Legions of Iron,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Haegemonia+Legions+of+Iron&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
haegemonia legionsof iron,Haegemonia Legionsof Iron,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Haegemonia+Legionsof+Iron&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
half life 2,Half Life 2,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbgetentities&ids=Q193581%7CQ18951%7CQ553308%7CQ223629%7CQ1325680%7CQ2670585%7CQ913503&props=labels%7Caliases%7Csitelinks&format=json: HTTP Error 429: Too Many Requests,
half life episode one,Half Life Episode One,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Half+Life+Episode+One&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
half life episode two,Half Life Episode Two,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Half+Life+Episode+Two&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
half life portal,Half Life Portal,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Half+Life+Portal&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
halo 2,Halo 2,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Halo+2&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
halo kampf um die zukunft,Halo Kampf um die Zukunft,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Halo+Kampf+um+die+Zukunft&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
hamachi,Hamachi,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Hamachi&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
hamburger weihnachtsreise,Hamburger Weihnachtsreise,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Hamburger+Weihnachtsreise&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
hammer sichel,Hammer Sichel,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Hammer+Sichel&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
hammer und sichel,Hammer und Sichel,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Hammer+und+Sichel&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
handball manager,Handball Manager,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Handball+Manager&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
hank xs,Hank XS,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Hank+XS&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
happy feet,Happy Feet,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Happy+Feet&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
happy pingu,Happy Pingu,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Happy+Pingu&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
harry potter bonusmaterial,Harry Potter Bonusmaterial,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Harry+Potter+Bonusmaterial&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
harry potter u,Harry Potter u,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Harry+Potter+u&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
harry potterundder ordendes phnix,Harry Potterundder Ordendes Phnix,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Harry+Potterundder+Ordendes+Phnix&language=de&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
haze ubidays,Haze Ubidays,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Haze+Ubidays&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
hcraft championship,HCraft Championship,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=HCraft+Championship&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
hdcleaner,HDCleaner,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=HDCleaner&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
health digit,health digit,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbgetentities&ids=Q58259098%7CQ128958790%7CQ48509561&props=labels%7Caliases%7Csitelinks&format=json: HTTP Error 429: Too Many Requests,
heimspiel,Heimspiel,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Heimspiel&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
heimspiel eishockeymanager,Heimspiel Eishockeymanager,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Heimspiel+Eishockeymanager&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
heimspiel handball manager2008,Heimspiel Handball Manager2008,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Heimspiel+Handball+Manager2008&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
hell copter,Hell Copter,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Hell+Copter&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
hellcarrier,Hellcarrier,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Hellcarrier&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
helldorado,Helldorado,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Helldorado&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
hello kitty roller rescue,Hello Kitty Roller Rescue,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Hello+Kitty+Roller+Rescue&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
heroes of annihilated empires,Heroes of Annihilated Empires,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Heroes+of+Annihilated+Empires&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
heroes of might and magic 5,Heroes of Might and Magic 5,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Heroes+of+Might+and+Magic+5&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
heroes of the pacific,Heroes of the Pacific,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Heroes+of+the+Pacific&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
heroesof annihilated empires,Heroesof Annihilated Empires,unmatched,low,no confident Wikimedia match,
heroesof might magic hammersof fate,Heroesof Might Magic Hammersof Fate,unmatched,low,no confident Wikimedia match,
heroesof might magic tribesofthe east,Heroesof Might Magic Tribesofthe East,unmatched,low,no confident Wikimedia match,
heroesof might magicv,Heroesof Might Magicv,unmatched,low,no confident Wikimedia match,
heroesof mightand magic,Heroesof Mightand Magic,unmatched,low,no confident Wikimedia match,
herr der pilze,Herr der Pilze,unmatched,low,no confident Wikimedia match,
hitblock,Hitblock,unmatched,low,no confident Wikimedia match,
hitman blood moneyv,Hitman Blood Moneyv,unmatched,low,no confident Wikimedia match,
hllenjob xs,Hllenjob XS,unmatched,low,no confident Wikimedia match,
hotel gigant 2,Hotel Gigant 2,unmatched,low,no confident Wikimedia match,
hui buh das schlossgespenstunddie geisterjger,Hui Buh Das Schlossgespenstunddie Geisterjger,unmatched,low,no confident Wikimedia match,
hyper snap,Hyper Snap,unmatched,low,no confident Wikimedia match,
ice age jetzttauts,Ice Age Jetzttauts,unmatched,low,no confident Wikimedia match,
ikk direkt mountainbike challenge08,IKK Direkt Mountainbike Challenge 08,unmatched,low,no confident Wikimedia match,
ikonka na zakladce 1 naboj,ikonka na zakladce 1 naboj,unmatched,low,no confident Wikimedia match,
ikonka na zakladce 1 pistolet,ikonka na zakladce 1 pistolet,unmatched,low,no confident Wikimedia match,
ikonka na zakladce 2 karabin,ikonka na zakladce 2 karabin,unmatched,low,no confident Wikimedia match,
ikonka na zakladce 3 naboj,ikonka na zakladce 3 naboj,unmatched,low,no confident Wikimedia match,
ikonka na zakladce 4 luneta,ikonka na zakladce 4 luneta,unmatched,low,no confident Wikimedia match,
ilsturmovik,ILSturmovik,unmatched,low,no confident Wikimedia match,
ilsturmovik forgotten battles,ILSturmovik Forgotten Battles,unmatched,low,no confident Wikimedia match,
immortal cities kinderdes nilsv11,Immortal Cities Kinderdes Nilsv11,unmatched,low,no confident Wikimedia match,
imperium romanum kopierschutz,Imperium Romanum Kopierschutz,unmatched,low,no confident Wikimedia match,
imperium romanumv102,Imperium Romanumv102,unmatched,low,no confident Wikimedia match,
incadia,Incadia,unmatched,low,no confident Wikimedia match,
increase stack undr mouse,increase stack undr mouse,unmatched,low,no confident Wikimedia match,
incredible challenge,Incredible Challenge,unmatched,low,no confident Wikimedia match,
indiana jonesunddas knigreichdes kristallschdels,Indiana Jonesunddas Knigreichdes Kristallschdels,unmatched,low,no confident Wikimedia match,
industrie gigant 2,Industrie Gigant 2,unmatched,low,no confident Wikimedia match,
inv load parent,inv Load parent,unmatched,low,no confident Wikimedia match,
invasion repel and rebuild,Invasion Repel and Rebuild,unmatched,low,no confident Wikimedia match,
invasion repeland rebuild,Invasion Repeland Rebuild,unmatched,low,no confident Wikimedia match,
iqmarathon,IQMarathon,unmatched,low,no confident Wikimedia match,
iron manv11,Iron Manv11,unmatched,low,no confident Wikimedia match,
isabel werth reitsport,Isabel Werth Reitsport,unmatched,low,no confident Wikimedia match,
isabel werth reitsport v 1,Isabel Werth Reitsport v 1,unmatched,low,no confident Wikimedia match,
isabel werth reitsportv12,Isabel Werth Reitsportv12,unmatched,low,no confident Wikimedia match,
izberite jezik za pripravo,Izberite jezik za pripravo,unmatched,low,no confident Wikimedia match,
jack keaneandthe dokktors island,Jack Keaneandthe Dokktors Island,unmatched,low,no confident Wikimedia match,
jack keanev101,Jack Keanev101,unmatched,low,no confident Wikimedia match,
jacomo s brick mountain,Jacomo's Brick Mountain,unmatched,low,no confident Wikimedia match,
jacomo s castle,Jacomo's Castle,unmatched,low,no confident Wikimedia match,
jacomos brick mountain,Jacomos Brick Mountain,unmatched,low,no confident Wikimedia match,
jacomos castle,Jacomos Castle,unmatched,low,no confident Wikimedia match,
jahresinhalt,Jahresinhalt CBS,unmatched,low,no confident Wikimedia match,
jeithonas,Jeithonas,unmatched,low,no confident Wikimedia match,
jumping jokers,Jumping Jokers,unmatched,low,no confident Wikimedia match,
kakuro xxl,Kakuro XXL,unmatched,low,no confident Wikimedia match,
karomatix,Karomatix,unmatched,low,no confident Wikimedia match,
karting race,Karting Race,unmatched,low,no confident Wikimedia match,
kaufzeit,Kaufzeit,unmatched,low,no confident Wikimedia match,
keepsake v,Keepsake v,unmatched,low,no confident Wikimedia match,
keepsakev,Keepsakev,unmatched,low,no confident Wikimedia match,
kikithe nanobot,Kikithe Nanobot,unmatched,low,no confident Wikimedia match,
kinovorschau,Kinovorschau,unmatched,low,no confident Wikimedia match,
knigeder wellen,Knigeder Wellen,unmatched,low,no confident Wikimedia match,
knightsof honorv,Knightsof Honorv,unmatched,low,no confident Wikimedia match,
knightsofthe temple,Knightsofthe Temple,unmatched,low,no confident Wikimedia match,
kochmeister pfanne 2 xs,Kochmeister Pfanne 2 XS,unmatched,low,no confident Wikimedia match,
kochmeister pfanne xs,Kochmeister Pfanne XS,unmatched,low,no confident Wikimedia match,
kompas bots,kompas bots,unmatched,low,no confident Wikimedia match,
kompas busola,kompas busola,unmatched,low,no confident Wikimedia match,
kompas damage,kompas damage,unmatched,low,no confident Wikimedia match,
krackthe waves,Krackthe Waves,unmatched,low,no confident Wikimedia match,
kran simulator2009v 1 0 3,Kran Simulator 2009 v 1 0 3,unmatched,low,no confident Wikimedia match,
kransimulator2009,Kransimulator 2009,unmatched,low,no confident Wikimedia match,
kreska 1,kreska 1,unmatched,low,no confident Wikimedia match,
kreska 2,kreska 2,unmatched,low,no confident Wikimedia match,
kreska 3,kreska 3,unmatched,low,no confident Wikimedia match,
kreska 4,kreska 4,unmatched,low,no confident Wikimedia match,
kreska 5,kreska 5,unmatched,low,no confident Wikimedia match,
kreska 6,kreska 6,unmatched,low,no confident Wikimedia match,
kreska 7,kreska 7,unmatched,low,no confident Wikimedia match,
kreska 8,kreska 8,unmatched,low,no confident Wikimedia match,
kreska 9,kreska 9,unmatched,low,no confident Wikimedia match,
kreska na prawym shopie,kreska na prawym shopie,unmatched,low,no confident Wikimedia match,
kreska na srodkowym oknie nizsza,kreska na srodkowym oknie nizsza,unmatched,low,no confident Wikimedia match,
kreska na srodkowym oknie wyzsza,kreska na srodkowym oknie wyzsza,unmatched,low,no confident Wikimedia match,
kreska10,kreska 10,unmatched,low,no confident Wikimedia match,
kreska11,kreska 11,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=kreska+11&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
kult heretic kingdoms,Kult Heretic Kingdoms,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Kult+Heretic+Kingdoms&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
kult heretic kingdoms v 1,Kult Heretic Kingdoms v 1,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Kult+Heretic+Kingdoms+v+1&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
kumoon,Kumoon,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Kumoon&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
kung fu panda,Kung Fu Panda,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Kung+Fu+Panda&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
landwirtschafts simulator2008,Landwirtschafts Simulator2008,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Landwirtschafts+Simulator2008&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
lanoire,LANoire,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbgetentities&ids=Q105253458%7CQ131236058&props=labels%7Caliases%7Csitelinks&format=json: HTTP Error 429: Too Many Requests,
lara croft tomb raider anniversary,Lara Croft Tomb Raider Anniversary,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Lara+Croft+Tomb+Raider+Anniversary&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
largo winch,Largo Winch,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Largo+Winch&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
larry cannibal attack,Larry Cannibal Attack,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Larry+Cannibal+Attack&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
larry cannibal crush,Larry Cannibal Crush,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Larry+Cannibal+Crush&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
larry jungle smash,Larry Jungle Smash,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Larry+Jungle+Smash&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
larry s grand slam tennis,Larry's Grand Slam Tennis,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Larry%27s+Grand+Slam+Tennis&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
larry super eggomania,Larry Super Eggomania,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Larry+Super+Eggomania&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
larrys grand slam tennis,Larrys Grand Slam Tennis,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Larrys+Grand+Slam+Tennis&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
last chaos,Last Chaos,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Last+Chaos&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
lcd panel 1,LCD panel 1,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=LCD+panel+1&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
lcd ramka lewa,LCD ramka lewa,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=LCD+ramka+lewa&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
lcd ramka prawa,LCD ramka prawa,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=LCD+ramka+prawa&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
left arrow,LEFT ARROW,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=LEFT+ARROW&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
legacy of kain defiance,Legacy of Kain Defiance,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Legacy+of+Kain+Defiance&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
legacy of kain soul reaver,Legacy of Kain Soul Reaver,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Legacy+of+Kain+Soul+Reaver&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
legend handof god,Legend Handof God,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Legend+Handof+God&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
legend handof godv101,Legend Handof Godv101,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Legend+Handof+Godv101&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
legend handof godv102,Legend Handof Godv102,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Legend+Handof+Godv102&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
lego batman,Lego Batman,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Lego+Batman&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
lego indiana jones,Lego Indiana Jones,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Lego+Indiana+Jones&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
lego indiana jones die legend ren abenteuer,Lego Indiana Jones Die legendären Abenteuer,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Lego+Indiana+Jones+Die+legend%C3%A4ren+Abenteuer&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
lego star wars,Lego Star Wars,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Lego+Star+Wars&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
lego star wars dieklassische trilogie,Lego Star Wars Dieklassische Trilogie,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Lego+Star+Wars+Dieklassische+Trilogie&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
leisure suit larry,Leisure Suit Larry,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Leisure+Suit+Larry&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
lemony snicket,Lemony Snicket,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Lemony+Snicket&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
level r,Level R,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Level+R&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
light digit,light digit,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=light+digit&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
