normalized_title,representative_title,match_status,match_confidence,failure_reason,search_variants
minus technik,minus TECHNIK,unmatched,low,no confident Wikimedia match,
mobility 1,Mobility 1,unmatched,low,no confident Wikimedia match,
moorhuhn action im anflug,Moorhuhn Action Im Anflug,unmatched,low,no confident Wikimedia match,
moorhuhn atlantis,Moorhuhn Atlantis,unmatched,low,no confident Wikimedia match,
moorhuhn schatzjaeger,Moorhuhn Schatzjaeger,unmatched,low,no confident Wikimedia match,
moorhuhn soccer,Moorhuhn Soccer,unmatched,low,no confident Wikimedia match,
moorhuhn wanted xs,Moorhuhn Wanted XS,unmatched,low,no confident Wikimedia match,
moto gp urt 3,Moto GP URT 3,unmatched,low,no confident Wikimedia match,
mswtk2004,MSWTK 2004,unmatched,low,no confident Wikimedia match,
my gamers cam,My Gamers Cam,unmatched,low,no confident Wikimedia match,
mysterious void,mysterious void,unmatched,low,no confident Wikimedia match,
na ziemie,na ziemie,unmatched,low,no confident Wikimedia match,
needfor speed carbon,Needfor Speed Carbon,unmatched,low,no confident Wikimedia match,
needfor speed carbonv14,Needfor Speed Carbonv14,unmatched,low,no confident Wikimedia match,
needfor speed pro street,Needfor Speed Pro Street,unmatched,low,no confident Wikimedia match,
neocron 2 evolution v,Neocron 2 Evolution v,unmatched,low,no confident Wikimedia match,
neocron arcade,Neocron Arcade,unmatched,low,no confident Wikimedia match,
neosteam,Neosteam,unmatched,low,no confident Wikimedia match,
nero 6 reloaded,Nero 6 Reloaded (Demo),unmatched,low,no confident Wikimedia match,
net quartett,Net Quartett,unmatched,low,no confident Wikimedia match,
netframework,NETFramework,unmatched,low,no confident Wikimedia match,
netframework20,NETFramework20,unmatched,low,no confident Wikimedia match,
neverwinter nightsv,Neverwinter Nightsv,unmatched,low,no confident Wikimedia match,
nfs underground 2,NFS Underground 2,unmatched,low,no confident Wikimedia match,
nfs underground 2v 1,NFS Underground 2 v 1,unmatched,low,no confident Wikimedia match,
nhl08 vista,NHL08 Vista,unmatched,low,no confident Wikimedia match,
nivea for men football mania,NIVEA FOR MEN Football Mania,unmatched,low,no confident Wikimedia match,
nivea maennersache computerspiel,Nivea Maennersache Computerspiel,unmatched,low,request failed for https://en.wikipedia.org/w/api.php?action=query&list=search&srsearch=Nivea+Maennersache+Computerspiel&srlimit=5&format=json: HTTP Error 429: Too Many Requests,
nivea maennersache spot,Nivea Maennersache Spot,unmatched,low,no confident Wikimedia match,
nostradamus die letzte prophezeihung,Nostradamus Die letzte Prophezeihung,unmatched,low,request failed for https://de.wikipedia.org/w/api.php?action=query&list=search&srsearch=Nostradamus+Die+letzte+Prophezeihung&srlimit=5&format=json: HTTP Error 429: Too Many Requests,
nostradamus dieletzte prophezeihung,Nostradamus Dieletzte Prophezeihung,unmatched,low,no confident Wikimedia match,
num of grenades left,num of grenades left,unmatched,low,no confident Wikimedia match,
ocean diver,Ocean Diver,unmatched,low,matched a diving certification concept instead of a specific software title,
oddworld strangers vergelt,Oddworld Strangers Vergelt,unmatched,low,no confident Wikimedia match,
oktoberfest zapfer,Oktoberfest Zapfer,unmatched,low,no confident Wikimedia match,
onimusha demon siege,Onimusha Demon Siege,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Onimusha+Demon+Siege&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
onimusha demon siegev,Onimusha Demon Siegev,unmatched,low,no confident Wikimedia match,
online spiel,Online Spiel,unmatched,low,matched a generic concept page instead of a specific title,
onlineangebote gamesload,onlineangebote gamesload,unmatched,low,no confident Wikimedia match,
onlineangebote metaboli,onlineangebote metaboli,unmatched,low,no confident Wikimedia match,
onlineangebote small,onlineangebote small,unmatched,low,no confident Wikimedia match,
onlinespiel,Onlinespiel,unmatched,low,matched a generic concept page instead of a specific title,
onlinespiel drachen,onlinespiel drachen,unmatched,low,request failed for https://de.wikipedia.org/w/api.php?action=query&list=search&srsearch=onlinespiel+drachen&srlimit=5&format=json: HTTP Error 429: Too Many Requests,
opaque composition,Opaque Composition,unmatched,low,no confident Wikimedia match,
ottifanten ostfriesen lemminge in not,Ottifanten Ostfriesen Lemminge in Not,unmatched,low,no confident Wikimedia match,
ottifanten ostfriesen pinball,Ottifanten Ostfriesen Pinball,unmatched,low,no confident Wikimedia match,
over gfighters,Over GFighters,unmatched,low,no confident Wikimedia match,
pacific fighters strategiebuch,Pacific Fighters Strategiebuch,unmatched,low,no confident Wikimedia match,
pacific stormv14,Pacific Stormv14,unmatched,low,no confident Wikimedia match,
panzer elite action dunesof war,Panzer Elite Action Dunesof War,unmatched,low,no confident Wikimedia match,
papierkrieg,Papierkrieg,unmatched,low,no confident Wikimedia match,
paraworldfilm,Paraworldfilm,unmatched,low,no confident Wikimedia match,
paraworldv,Paraworldv,unmatched,low,no confident Wikimedia match,
parent follow mouse,Parent Follow Mouse,unmatched,low,no confident Wikimedia match,
parent keymapper,parent keymapper,unmatched,low,no confident Wikimedia match,
parent lewego shopa,Parent lewego shopa,unmatched,low,no confident Wikimedia match,
parent new gb,Parent New GB,unmatched,low,no confident Wikimedia match,
parent prawego shopa,Parent prawego shopa,unmatched,low,no confident Wikimedia match,
parent profile,parent profile,unmatched,low,request failed for https://en.wikipedia.org/w/api.php?action=query&list=search&srsearch=parent+profile&srlimit=5&format=json: HTTP Error 429: Too Many Requests,
parent single,parent single,unmatched,low,no confident Wikimedia match,
parent srodkowego shopa,Parent srodkowego shopa,unmatched,low,no confident Wikimedia match,
parent testowy,Parent testowy,unmatched,low,no confident Wikimedia match,
pdcworld championship darts2008,PDCWorld Championship Darts2008,unmatched,low,no confident Wikimedia match,
penumbra black plaguev101,Penumbra Black Plaguev101,unmatched,low,no confident Wikimedia match,
peter jacksons king kong,Peter Jacksons King Kong,unmatched,low,no confident Wikimedia match,
pilih bahasa yang akan dipakai,Pilih bahasa yang akan dipakai,unmatched,low,no confident Wikimedia match,
pined pipe mania,Pined Pipe Mania,unmatched,low,no confident Wikimedia match,
ping cosmic downhill,Ping Cosmic Downhill,unmatched,low,no confident Wikimedia match,
ping flipper,Ping Flipper,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Ping+Flipper&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
ping man,Ping Man,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Ping+Man&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
ping pirate,Ping Pirate,unmatched,low,no confident Wikimedia match,
ping plantophobia,Ping Plantophobia,unmatched,low,no confident Wikimedia match,
pings basketball,Pings Basketball,unmatched,low,request failed for https://de.wikipedia.org/w/api.php?action=query&list=search&srsearch=Pings+Basketball&srlimit=5&format=json: HTTP Error 429: Too Many Requests,
pixelzentrierung,Pixelzentrierung,unmatched,low,no confident Wikimedia match,
plus details,plus Details,unmatched,low,no confident Wikimedia match,
plus gewehre,plus GEWEHRE,unmatched,low,no confident Wikimedia match,
plus kampf,plus KAMPF,unmatched,low,no confident Wikimedia match,
plus kraft,plus KRAFT,unmatched,low,request failed for https://en.wikipedia.org/w/api.php?action=query&list=search&srsearch=plus+KRAFT&srlimit=5&format=json: HTTP Error 429: Too Many Requests,
plus machinenpistolen,plus MACHINENPISTOLEN,unmatched,low,no confident Wikimedia match,
plus nahkampf,plus NAHKAMPF,unmatched,low,no confident Wikimedia match,
plus pistolen,plus PISTOLEN,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=plus+PISTOLEN&language=de&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
plus schottflinten,plus SCHOTTFLINTEN,unmatched,low,no confident Wikimedia match,
plus schwierigkeitsgrad,plus Schwierigkeitsgrad,unmatched,low,no confident Wikimedia match,
plus tarnung,plus TARNUNG,unmatched,low,request failed for https://en.wikipedia.org/w/api.php?action=query&list=search&srsearch=plus+TARNUNG&srlimit=5&format=json: HTTP Error 429: Too Many Requests,
plus technik,plus TECHNIK,unmatched,low,no confident Wikimedia match,
poczatek ramki,poczatek ramki,unmatched,low,no confident Wikimedia match,
poker academy,Poker Academy,unmatched,low,no confident Wikimedia match,
pony ranch,Pony Ranch,unmatched,low,no confident Wikimedia match,
ports of call deluxe2008,Ports of Call Deluxe 2008,unmatched,low,no confident Wikimedia match,
portsof call deluxe2008,Portsof Call Deluxe2008,unmatched,low,no confident Wikimedia match,
power manga,Power Manga,unmatched,low,no confident Wikimedia match,
premium skatde luxe,Premium Skatde Luxe,unmatched,low,no confident Wikimedia match,
preyv,Preyv,unmatched,low,no confident Wikimedia match,
pro evolution soccer2009,Pro Evolution Soccer2009,unmatched,low,no confident Wikimedia match,
pro pinball timeshock,Pro Pinball Timeshock,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Pro+Pinball+Timeshock&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
pro stroke golf world tour,Pro Stroke Golf World Tour,unmatched,low,no confident Wikimedia match,
profi ecke,Profi Ecke,unmatched,low,no confident Wikimedia match,
progress armor,progress armor,unmatched,low,no confident Wikimedia match,
progress noise,progress noise,unmatched,low,no confident Wikimedia match,
progress stamina,progress stamina,unmatched,low,no confident Wikimedia match,
progress weap health,progress weap health,unmatched,low,no confident Wikimedia match,
project snowblind,Project Snowblind,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Project+Snowblind&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
pulleralarm,Pulleralarm,unmatched,low,request failed for https://de.wikipedia.org/w/api.php?action=query&list=search&srsearch=Pulleralarm&srlimit=5&format=json: HTTP Error 429: Too Many Requests,
punkte display,PUNKTE display,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=PUNKTE+display&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
punktelimit,Punktelimit,unmatched,low,no confident Wikimedia match,
pure pinball,Pure Pinball,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbgetentities&ids=Q7261119%7CQ108371314&props=labels%7Caliases%7Csitelinks&format=json: HTTP Error 429: Too Many Requests,
pyro tycoon,Pyro Tycoon,unmatched,low,no confident Wikimedia match,
quake sdk,Quake SDK,unmatched,low,no confident Wikimedia match,
quakev,Quakev,unmatched,low,no confident Wikimedia match,
r ckkehr zur insel,Rückkehr zur Insel,unmatched,low,request failed for https://de.wikipedia.org/w/api.php?action=query&list=search&srsearch=R%C3%BCckkehr+zur+Insel&srlimit=5&format=json: HTTP Error 429: Too Many Requests,
radsport manager pro le tourde france,Radsport Manager Pro Le Tourde France,unmatched,low,request failed for https://de.wikipedia.org/w/api.php?action=query&list=search&srsearch=Radsport+Manager+Pro+Le+Tourde+France&srlimit=5&format=json: HTTP Error 429: Too Many Requests,
radsport manager pro le tourde francev,Radsport Manager Pro Le Tourde Francev,unmatched,low,request failed for https://en.wikipedia.org/w/api.php?action=query&list=search&srsearch=Radsport+Manager+Pro+Le+Tourde+Francev&srlimit=5&format=json: HTTP Error 429: Too Many Requests,
radsport manager pro saison05 06,Radsport Manager Pro Saison 05 06,unmatched,low,no confident Wikimedia match,
radsport manager2003 2004,Radsport Manager 2003 2004,unmatched,low,no confident Wikimedia match,
rageclaw online,rageclaw online,unmatched,low,no confident Wikimedia match,
ragnarok,Ragnarok,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Ragnarok&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
rail simulator upgrade mk1,Rail Simulator Upgrade Mk1,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Rail+Simulator+Upgrade+Mk1&language=de&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
rainbow six 4 lockdown,Rainbow Six 4 Lockdown,unmatched,low,no confident Wikimedia match,
rainbow six covert ops e,Rainbow Six Covert Ops E,unmatched,low,no confident Wikimedia match,
rainbow six vegas 2v 1,Rainbow Six Vegas 2 v 1,unmatched,low,request failed for https://en.wikipedia.org/w/api.php?action=query&list=search&srsearch=Rainbow+Six+Vegas+2&srlimit=5&format=json: HTTP Error 429: Too Many Requests,
rainbow six vegas2v103,Rainbow Six Vegas2v103,unmatched,low,no confident Wikimedia match,
ramka niska,ramka niska,unmatched,low,no confident Wikimedia match,
ramka wstanie,ramka wstanie,unmatched,low,no confident Wikimedia match,
ramka wysoka,ramka wysoka,unmatched,low,request failed for https://en.wikipedia.org/w/api.php?action=query&list=search&srsearch=ramka+wysoka&srlimit=5&format=json: HTTP Error 429: Too Many Requests,
ramka wysoka po raz 2,ramka wysoka po raz 2,unmatched,low,no confident Wikimedia match,
reg cleaner,Reg Cleaner,unmatched,low,no confident Wikimedia match,
renny claus,Renny Claus,unmatched,low,no confident Wikimedia match,
reprobates inselder verdammten,Reprobates Inselder Verdammten,unmatched,low,no confident Wikimedia match,
reprobates inselder verdammtenv133,Reprobates Inselder Verdammtenv133,unmatched,low,no confident Wikimedia match,
reserved for progress copy,reserved for progress copy,unmatched,low,no confident Wikimedia match,
reserved for status bar,reserved for status bar,unmatched,low,no confident Wikimedia match,
reserved for statusbar,reserved for statusbar,unmatched,low,no confident Wikimedia match,
restricted area 1,Restricted Area 1,unmatched,low,request failed for https://de.wikipedia.org/w/api.php?action=query&list=search&srsearch=Restricted+Area+1&srlimit=5&format=json: HTTP Error 429: Too Many Requests,
rettunghelicopter112,Rettunghelicopter 112,unmatched,low,no confident Wikimedia match,
rf online,RF Online,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=RF+Online&language=de&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
richard burns rally v 1,Richard Burns Rally v 1,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbgetentities&ids=Q946557&props=labels%7Caliases%7Csitelinks&format=json: HTTP Error 429: Too Many Requests,
right arrow,RIGHT ARROW,unmatched,low,no confident Wikimedia match,
rise fall civilizationsat war,Rise Fall Civilizationsat War,unmatched,low,no confident Wikimedia match,
rise fall civilizationsat warv,Rise Fall Civilizationsat Warv,unmatched,low,no confident Wikimedia match,
riseof nations riseof legends,Riseof Nations Riseof Legends,unmatched,low,no confident Wikimedia match,
rockstar gamesprsentiert tischtennis,Rockstar Gamesprsentiert Tischtennis,unmatched,low,no confident Wikimedia match,
romanceofthe three kingdoms,Romanceofthe Three Kingdoms,unmatched,low,no confident Wikimedia match,
rome barbarian invasion,Rome Barbarian Invasion,unmatched,low,request failed for https://en.wikipedia.org/w/api.php?action=query&list=search&srsearch=Rome+Barbarian+Invasion&srlimit=5&format=json: HTTP Error 429: Too Many Requests,
rosso rabbitin trouble,Rosso Rabbitin Trouble,unmatched,low,no confident Wikimedia match,
rpm tuning,RPM Tuning,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbgetentities&ids=Q946149&props=labels%7Caliases%7Csitelinks&format=json: HTTP Error 429: Too Many Requests,
rtl winter sports2008 the ultimate challenge,RTL Winter Sports 2008 The Ultimate Challenge,unmatched,low,no confident Wikimedia match,
rtlbiathlon2008,RTLBiathlon2008,unmatched,low,no confident Wikimedia match,
rtlracing team manager,RTLRacing Team Manager,unmatched,low,request failed for https://de.wikipedia.org/w/api.php?action=query&list=search&srsearch=RTLRacing+Team+Manager&srlimit=5&format=json: HTTP Error 429: Too Many Requests,
rtlskispringen,RTLSkispringen,unmatched,low,no confident Wikimedia match,
rtlwinter sports2008 the ultimate challenge,RTLWinter Sports2008 The Ultimate Challenge,unmatched,low,no confident Wikimedia match,
runaway the dreamofthe turtle,Runaway The Dreamofthe Turtle,unmatched,low,no confident Wikimedia match,
rundenlimit,Rundenlimit,unmatched,low,no confident Wikimedia match,
rundenzeit,Rundenzeit,unmatched,low,no confident Wikimedia match,
runesof magic,Runesof Magic,unmatched,low,no confident Wikimedia match,
rushfor berlin,Rushfor Berlin,unmatched,low,no confident Wikimedia match,
rushfor berlinv,Rushfor Berlinv,unmatched,low,no confident Wikimedia match,
santa clausin trouble,Santa Clausin Trouble Gold,unmatched,low,request failed for https://en.wikipedia.org/w/api.php?action=query&list=search&srsearch=Santa+Clausin+Trouble+Gold&srlimit=5&format=json: HTTP Error 429: Too Many Requests,
sataan,Sataan,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbgetentities&ids=Q135361532%7CQ62267859&props=labels%7Caliases%7Csitelinks&format=json: HTTP Error 429: Too Many Requests,
sataan das spiel v 1,Sataan Das Spiel v 1,unmatched,low,no confident Wikimedia match,
savage atortured soul,Savage ATortured Soul,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Savage+ATortured+Soul&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
save kolchez a21 22 22 2002 10 22,Save Kolchez'a 21:22:22 2002 10 22,unmatched,low,no confident Wikimedia match,
schiff simulator,Schiff Simulator,unmatched,low,no confident Wikimedia match,
schlacht um mittelerde 1,Schlacht um Mittelerde 1,unmatched,low,no confident Wikimedia match,
schnappi das kl,Schnappi Das kl,unmatched,low,no confident Wikimedia match,
schnappi das kleine krokodil xs,Schnappi Das kleine Krokodil XS,unmatched,low,no confident Wikimedia match,
scorched 3d,Scorched 3 D,unmatched,low,no confident Wikimedia match,
scrapland,Scrapland,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbgetentities&ids=Q682090%7CQ135080750&props=labels%7Caliases%7Csitelinks&format=json: HTTP Error 429: Too Many Requests,
sea wolves,Sea Wolves,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Sea+Wolves&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
sensible soccer,Sensible Soccer,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbgetentities&ids=Q1415817%7CQ3478632%7CQ25471023%7CQ115840803%7CQ137477214%7CQ126185697%7CQ138542776&props=labels%7Caliases%7Csitelinks&format=json: HTTP Error 429: Too Many Requests,
sentinel verborg,Sentinel Verborg,unmatched,low,no confident Wikimedia match,
shade zorn der engel,Shade Zorn der Engel,unmatched,low,no confident Wikimedia match,
shadowgrounds,Shadowgrounds,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Shadowgrounds&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
shadowgrounds leveleditor,Shadowgrounds Leveleditor,unmatched,low,no confident Wikimedia match,
sheep,Sheep,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Sheep&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
sherlock holmes das geheimnisdessilbernen ohrrings,Sherlock Holmes Das Geheimnisdessilbernen Ohrrings,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Sherlock+Holmes+Das+Geheimnisdessilbernen+Ohrrings&language=de&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
sherlock holmes die spur der erwachten remastered,Sherlock Holmes - Die Spur der Erwachten - Remastered Edition,unmatched,low,request failed for https://en.wikipedia.org/w/api.php?action=query&list=search&srsearch=Sherlock+Holmes+-+Die+Spur+der+Erwachten+-+Remastered+Edition&srlimit=5&format=json: HTTP Error 429: Too Many Requests,
shield launch,Demo Shield Launch,unmatched,low,request failed for https://de.wikipedia.org/w/api.php?action=query&list=search&srsearch=Demo+Shield+Launch&srlimit=5&format=json: HTTP Error 429: Too Many Requests,
shoot the roach,Shoot the Roach,unmatched,low,no confident Wikimedia match,
shop basket,shop basket,unmatched,low,no confident Wikimedia match,
shop client,shop client,unmatched,low,request failed for https://en.wikipedia.org/w/api.php?action=query&list=search&srsearch=shop+client&srlimit=5&format=json: HTTP Error 429: Too Many Requests,
shop vendor,shop vendor,unmatched,low,no confident Wikimedia match,
show athletics,Show Athletics,unmatched,low,no confident Wikimedia match,
show gewehre,Show GEWEHRE,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Show+GEWEHRE&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
show gewehrexp needed,Show GEWEHRExp Needed,unmatched,low,request failed for https://en.wikipedia.org/w/api.php?action=query&list=search&srsearch=Show+GEWEHRExp+Needed&srlimit=5&format=json: HTTP Error 429: Too Many Requests,
show kampf,Show KAMPF,unmatched,low,no confident Wikimedia match,
show kampfexp needed,Show KAMPFExp Needed,unmatched,low,no confident Wikimedia match,
show kraftexp needed,Show KRAFTExp Needed,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Show+KRAFTExp+Needed&language=de&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
show machinenpistolen,Show MACHINENPISTOLEN,unmatched,low,request failed for https://de.wikipedia.org/w/api.php?action=query&list=search&srsearch=Show+MACHINENPISTOLEN&srlimit=5&format=json: HTTP Error 429: Too Many Requests,
show machinenpistolenxp needed,Show MACHINENPISTOLENxp Needed,unmatched,low,no confident Wikimedia match,
show nahkampf,Show NAHKAMPF,unmatched,low,no confident Wikimedia match,
show nahkampfexp needed,Show NAHKAMPFExp Needed,unmatched,low,request failed for https://de.wikipedia.org/w/api.php?action=query&list=search&srsearch=Show+NAHKAMPFExp+Needed&srlimit=5&format=json: HTTP Error 429: Too Many Requests,
show pistolen,Show PISTOLEN,unmatched,low,no confident Wikimedia match,
show pistolenexp needed,Show PISTOLENExp Needed,unmatched,low,no confident Wikimedia match,
show schottflinten,Show SCHOTTFLINTEN,unmatched,low,no confident Wikimedia match,
show schottflintenxp needed,Show SCHOTTFLINTENxp Needed,unmatched,low,no confident Wikimedia match,
show tarnung,Show TARNUNG,unmatched,low,no confident Wikimedia match,
show tarnungexp needed,Show TARNUNGExp Needed,unmatched,low,no confident Wikimedia match,
show technik,Show TECHNIK,unmatched,low,request failed for https://en.wikipedia.org/w/api.php?action=query&list=search&srsearch=Show+TECHNIK&srlimit=5&format=json: HTTP Error 429: Too Many Requests,
show technikxp needed,Show TECHNIKxp Needed,unmatched,low,no confident Wikimedia match,
sid meier s civilization 4 fall from heaven 2 0,Sid Meier's Civilization 4 - Fall from Heaven 2 0,unmatched,low,no confident Wikimedia match,
sid meiers railroads,Sid Meiers Railroads,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Sid+Meiers+Railroads&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
silencer 1,silencer 1,unmatched,low,request failed for https://en.wikipedia.org/w/api.php?action=query&list=search&srsearch=silencer+1&srlimit=5&format=json: HTTP Error 429: Too Many Requests,
silencer 2,silencer 2,unmatched,low,no confident Wikimedia match,
silverfall wchterder elemente,Silverfall Wchterder Elemente,unmatched,low,no confident Wikimedia match,
sim city societiesv102119,Sim City Societiesv102119,unmatched,low,no confident Wikimedia match,
singles 2 wilde zeiten,Singles 2 Wilde Zeiten,unmatched,low,no confident Wikimedia match,
singlesv,Singlesv,unmatched,low,no confident Wikimedia match,
sini star unleashed,Sini Star Unleashed,unmatched,low,no confident Wikimedia match,
sinking island mordim paradies,Sinking Island Mordim Paradies,unmatched,low,no confident Wikimedia match,
sinsofa solar empire,Sinsofa Solar Empire,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Sinsofa+Solar+Empire&language=de&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
ski alpin racing bode millervs hermann maier,Ski Alpin Racing Bode Millervs Hermann Maier,unmatched,low,no confident Wikimedia match,
ski alpin2006 mit bode miller,Ski Alpin 2006 mit Bode Miller,unmatched,low,request failed for https://en.wikipedia.org/w/api.php?action=query&list=search&srsearch=Ski+Alpin+2006+mit+Bode+Miller&srlimit=5&format=json: HTTP Error 429: Too Many Requests,
ski xtreme,Ski Xtreme,unmatched,low,no confident Wikimedia match,
skype35,Skype35,unmatched,low,no confident Wikimedia match,
skype36,Skype36,unmatched,low,no confident Wikimedia match,
skype38,Skype38,unmatched,low,no confident Wikimedia match,
skype4,Skype4,unmatched,low,no confident Wikimedia match,
sldner marine corpsv,Sldner Marine Corpsv,unmatched,low,no confident Wikimedia match,
slider gammakorrekteur,slider Gammakorrekteur,unmatched,low,no confident Wikimedia match,
slider sfx,slider Sfx,unmatched,low,no confident Wikimedia match,
smash online,Smash Online,unmatched,low,no confident Wikimedia match,
smashonline,Smashonline,unmatched,low,no confident Wikimedia match,
snow bomb battle,Snow Bomb Battle,unmatched,low,no confident Wikimedia match,
space corps armageddon,Space Corps Armageddon,unmatched,low,no confident Wikimedia match,
spaceforce captains,Spaceforce Captains,unmatched,low,no confident Wikimedia match,
speed bowling,Speed Bowling,unmatched,low,no confident Wikimedia match,
speed darting,Speed Darting,unmatched,low,no confident Wikimedia match,
speedball2 tournament,Speedball2 Tournament,unmatched,low,no confident Wikimedia match,
speedblox,Speedblox,unmatched,low,no confident Wikimedia match,
speedpasch,Speedpasch,unmatched,low,no confident Wikimedia match,
speedpyramid,Speedpyramid,unmatched,low,no confident Wikimedia match,
spiel beenden,SPIEL BEENDEN,unmatched,low,no confident Wikimedia match,
spiel fortsetzen,SPIEL FORTSETZEN,unmatched,low,no confident Wikimedia match,
spiel verlassen,SPIEL VERLASSEN,unmatched,low,no confident Wikimedia match,
spielstand laden,SPIELSTAND LADEN,unmatched,low,no confident Wikimedia match,
spielstand speichern,SPIELSTAND SPEICHERN,unmatched,low,no confident Wikimedia match,
splinter cell,Splinter Cell DVD,unmatched,low,no confident Wikimedia match,
splinter cell s chaos theory,Splinter Cell's Chaos Theory,unmatched,low,no confident Wikimedia match,
spore labor kreaturen designer,Spore Labor Kreaturen Designer,unmatched,low,no confident Wikimedia match,
spreng,demo spreng,unmatched,low,no confident Wikimedia match,
spy bot search destroy,Spy Bot Search & Destroy,unmatched,low,no confident Wikimedia match,
stalker shadowof chernobylv10005,Stalker Shadowof Chernobylv10005,unmatched,low,no confident Wikimedia match,
stalkerv10003v10004v10005,STALKERv10003v10004v10005,unmatched,low,no confident Wikimedia match,
stamina digit,stamina digit,unmatched,low,no confident Wikimedia match,
star force vista,Star Force Vista Update,unmatched,low,no confident Wikimedia match,
star wars battlefrontv,Star Wars Battlefrontv,unmatched,low,no confident Wikimedia match,
star wars empireat war forcesof corruption,Star Wars Empireat War Forcesof Corruption,unmatched,low,no confident Wikimedia match,
star wars empireat war leveleditor,Star Wars Empireat War Leveleditor,unmatched,low,no confident Wikimedia match,
star wars empireat warv,Star Wars Empireat Warv,unmatched,low,no confident Wikimedia match,
startgeld,Startgeld,unmatched,low,no confident Wikimedia match,
still life2,Still Life2,unmatched,low,no confident Wikimedia match,
stonechecker 3,Stonechecker 3,unmatched,low,no confident Wikimedia match,
strategic commandv,Strategic Commandv,unmatched,low,no confident Wikimedia match,
stronghold legendsv,Stronghold Legendsv,unmatched,low,no confident Wikimedia match,
sudden strike3 armsfor victory ardennen offensive,Sudden Strike3 Armsfor Victory Ardennen Offensive,unmatched,low,no confident Wikimedia match,
sudden strike3 armsfor victoryv131,Sudden Strike3 Armsfor Victoryv131,unmatched,low,no confident Wikimedia match,
supreme ruler2020,Supreme Ruler2020,unmatched,low,no confident Wikimedia match,
surf attack,Surf Attack,unmatched,low,no confident Wikimedia match,
sven kommt,Sven kommt,unmatched,low,no confident Wikimedia match,
swordofthe stars,Swordofthe Stars,unmatched,low,no confident Wikimedia match,
t main window window title,T Main Window Window Title,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=T+Main+Window+Window+Title&language=en&type=item&limit=7&format=json: HTTP Error 429: Too many requests (f061ab2),
t window window title,T Update Window Window Title,unmatched,low,no confident Wikimedia match,
